ID1_clustid	ID2_clustid	ID1	ID2	P1_zscore
0_KOG0042	0_KOG0078	KOG0042	KOG0078	25.747852
0_KOG0737	0_KOG1688	KOG0737	KOG1688	25.747840
0_KOG0749	0_KOG1373	KOG0749	KOG1373	25.747835
0_KOG0172	0_KOG2729	KOG0172	KOG2729	25.747828
0_KOG0676	0_KOG0858	KOG0676	KOG0858	25.747791
0_KOG0631	0_KOG3480	KOG0631	KOG3480	25.747769
0_KOG1357	0_KOG1499	KOG1357	KOG1499	25.747767
0_KOG2443	0_KOG2792	KOG2443	KOG2792	25.747715
0_KOG0802	0_KOG2952	KOG0802	KOG2952	25.747714
0_KOG0675	0_KOG1373	KOG0675	KOG1373	25.747714
0_KOG0767	0_KOG2292	KOG0767	KOG2292	25.747709
0_KOG0042	0_KOG1992	KOG0042	KOG1992	25.747708
0_KOG1440	0_KOG2292	KOG1440	KOG2292	25.747694
0_KOG0737	0_KOG1373	KOG0737	KOG1373	25.747685
0_KOG0810	0_KOG1586	KOG0810	KOG1586	25.747604
0_KOG0802	0_KOG2729	KOG0802	KOG2729	25.747603
0_KOG1119	0_KOG2004	KOG1119	KOG2004	25.747599
0_KOG1933	0_KOG3052	KOG1933	KOG3052	25.747568
0_KOG2020	0_KOG2023	KOG2020	KOG2023	25.747552
0_KOG2450	0_KOG3124	KOG2450	KOG3124	25.747546
0_KOG0202	0_KOG0471	KOG0202	KOG0471	25.747525
0_KOG1014	0_KOG1435	KOG1014	KOG1435	25.747521
0_KOG1014	0_KOG2357	KOG1014	KOG2357	25.747509
0_KOG0891	0_KOG2020	KOG0891	KOG2020	25.747502
0_KOG2357	0_KOG2725	KOG2357	KOG2725	25.747461
0_KOG0188	0_KOG0537	KOG0188	KOG0537	25.747455
0_KOG2729	0_KOG3140	KOG2729	KOG3140	25.747446
0_KOG0202	0_KOG1375	KOG0202	KOG1375	25.747432
0_KOG1119	0_KOG2792	KOG1119	KOG2792	25.747397
0_KOG1286	0_KOG2198	KOG1286	KOG2198	25.747377
0_KOG1185	0_KOG2667	KOG1185	KOG2667	25.747352
0_KOG1014	0_KOG1607	KOG1014	KOG1607	25.747348
0_KOG2848	0_KOG4444	KOG2848	KOG4444	25.747344
0_KOG0057	0_KOG0756	KOG0057	KOG0756	25.747317
0_KOG1693	0_KOG2292	KOG1693	KOG2292	25.747307
0_KOG0867	0_KOG1357	KOG0867	KOG1357	25.747303
0_KOG0219	0_KOG1127	KOG0219	KOG1127	25.747301
0_KOG0471	0_KOG0858	KOG0471	KOG0858	25.747297
0_KOG1435	0_KOG2978	KOG1435	KOG2978	25.747275
0_KOG0767	0_KOG1691	KOG0767	KOG1691	25.747273
0_KOG1558	0_KOG2941	KOG1558	KOG2941	25.747266
0_KOG0751	0_KOG1581	KOG0751	KOG1581	25.747260
0_KOG1484	0_KOG1691	KOG1484	KOG1691	25.747255
0_KOG0204	0_KOG1373	KOG0204	KOG1373	25.747245
0_KOG0751	0_KOG2725	KOG0751	KOG2725	25.747224
0_KOG0841	0_KOG1933	KOG0841	KOG1933	25.747169
0_KOG0078	0_KOG1933	KOG0078	KOG1933	25.747136
0_KOG0945	0_KOG2729	KOG0945	KOG2729	25.747115
0_KOG1581	0_KOG2443	KOG1581	KOG2443	25.747101
0_KOG2443	0_KOG3090	KOG2443	KOG3090	25.747095
0_KOG1435	0_KOG2952	KOG1435	KOG2952	25.747080
0_KOG0101	0_KOG1376	KOG0101	KOG1376	25.747047
0_KOG1484	0_KOG3342	KOG1484	KOG3342	25.747041
0_KOG1239	0_KOG2941	KOG1239	KOG2941	25.747004
0_KOG0751	0_KOG1239	KOG0751	KOG1239	25.746994
0_KOG0737	0_KOG1607	KOG0737	KOG1607	25.746966
0_KOG2952	0_KOG3480	KOG2952	KOG3480	25.746966
0_KOG1693	0_KOG3187	KOG1693	KOG3187	25.746964
0_KOG1239	0_KOG1287	KOG1239	KOG1287	25.746956
0_KOG0802	0_KOG1693	KOG0802	KOG1693	25.746945
0_KOG1652	0_KOG1691	KOG1652	KOG1691	25.746933
0_KOG0471	0_KOG0767	KOG0471	KOG0767	25.746932
0_KOG1172	0_KOG1484	KOG1172	KOG1484	25.746918
0_KOG1358	0_KOG2832	KOG1358	KOG2832	25.746902
0_KOG0057	0_KOG1688	KOG0057	KOG1688	25.746901
0_KOG2952	0_KOG3372	KOG2952	KOG3372	25.746890
0_KOG2292	0_KOG2877	KOG2292	KOG2877	25.746879
0_KOG1692	0_KOG2443	KOG1692	KOG2443	25.746868
0_KOG2198	0_KOG2978	KOG2198	KOG2978	25.746859
0_KOG2941	0_KOG3893	KOG2941	KOG3893	25.746843
0_KOG1358	0_KOG1933	KOG1358	KOG1933	25.746830
0_KOG0471	0_KOG0751	KOG0471	KOG0751	25.746774
0_KOG3094	0_KOG3893	KOG3094	KOG3893	25.746764
0_KOG1668	0_KOG2952	KOG1668	KOG2952	25.746744
0_KOG0767	0_KOG4444	KOG0767	KOG4444	25.746740
0_KOG0057	0_KOG2941	KOG0057	KOG2941	25.746734
0_KOG0070	0_KOG0393	KOG0070	KOG0393	25.746703
0_KOG0676	0_KOG1933	KOG0676	KOG1933	25.746701
0_KOG1399	0_KOG1879	KOG1399	KOG1879	25.746672
0_KOG0731	0_KOG1688	KOG0731	KOG1688	25.746664
0_KOG0756	0_KOG3767	KOG0756	KOG3767	25.746652
0_KOG0172	0_KOG0802	KOG0172	KOG0802	25.746637
0_KOG0862	0_KOG3140	KOG0862	KOG3140	25.746634
0_KOG1499	0_KOG2952	KOG1499	KOG2952	25.746623
0_KOG1286	0_KOG2189	KOG1286	KOG2189	25.746588
0_KOG1688	0_KOG1992	KOG1688	KOG1992	25.746559
0_KOG0264	0_KOG1668	KOG0264	KOG1668	25.746518
0_KOG0301	0_KOG2759	KOG0301	KOG2759	25.746517
0_KOG2608	0_KOG2667	KOG2608	KOG2667	25.746438
0_KOG1278	0_KOG1746	KOG1278	KOG1746	25.746426
0_KOG1688	0_KOG3052	KOG1688	KOG3052	25.746421
0_KOG1652	0_KOG1707	KOG1652	KOG1707	25.746419
0_KOG1278	0_KOG2568	KOG1278	KOG2568	25.746391
0_KOG0070	0_KOG1693	KOG0070	KOG1693	25.746389
0_KOG2197	0_KOG2957	KOG2197	KOG2957	25.746386
0_KOG0802	0_KOG1286	KOG0802	KOG1286	25.746368
0_KOG2291	0_KOG2729	KOG2291	KOG2729	25.746367
0_KOG0675	0_KOG1607	KOG0675	KOG1607	25.746359
0_KOG1375	0_KOG2869	KOG1375	KOG2869	25.746350
0_KOG1581	0_KOG1607	KOG1581	KOG1607	25.746324
0_KOG1484	0_KOG1688	KOG1484	KOG1688	25.746306
0_KOG2877	0_KOG3372	KOG2877	KOG3372	25.746301
0_KOG1358	0_KOG1692	KOG1358	KOG1692	25.746287
0_KOG2292	0_KOG3140	KOG2292	KOG3140	25.746281
0_KOG0751	0_KOG1278	KOG0751	KOG1278	25.746259
0_KOG1278	0_KOG1287	KOG1278	KOG1287	25.746233
0_KOG0731	0_KOG1933	KOG0731	KOG1933	25.746208
0_KOG0767	0_KOG1531	KOG0767	KOG1531	25.746196
0_KOG1357	0_KOG2023	KOG1357	KOG2023	25.746184
0_KOG0172	0_KOG3394	KOG0172	KOG3394	25.746149
0_KOG1692	0_KOG1992	KOG1692	KOG1992	25.746139
0_KOG0735	0_KOG1879	KOG0735	KOG1879	25.746133
0_KOG1287	0_KOG2568	KOG1287	KOG2568	25.746129
0_KOG1357	0_KOG1707	KOG1357	KOG1707	25.746124
0_KOG0395	0_KOG2952	KOG0395	KOG2952	25.746071
0_KOG2291	0_KOG2754	KOG2291	KOG2754	25.746054
0_KOG1278	0_KOG1933	KOG1278	KOG1933	25.746042
0_KOG2067	0_KOG2667	KOG2067	KOG2667	25.746032
0_KOG1358	0_KOG2443	KOG1358	KOG2443	25.746031
0_KOG1373	0_KOG3296	KOG1373	KOG3296	25.746031
0_KOG0471	0_KOG2729	KOG0471	KOG2729	25.746026
0_KOG1373	0_KOG3893	KOG1373	KOG3893	25.746008
0_KOG2608	0_KOG2792	KOG2608	KOG2792	25.745976
0_KOG2450	0_KOG2759	KOG2450	KOG2759	25.745942
0_KOG2292	0_KOG2443	KOG2292	KOG2443	25.745934
0_KOG0534	0_KOG0858	KOG0534	KOG0858	25.745885
0_KOG1066	0_KOG1376	KOG1066	KOG1376	25.745880
0_KOG0104	0_KOG0190	KOG0104	KOG0190	25.745863
0_KOG0901	0_KOG3457	KOG0901	KOG3457	25.745771
0_KOG1014	0_KOG2628	KOG1014	KOG2628	25.745770
0_KOG1358	0_KOG1558	KOG1358	KOG1558	25.745762
0_KOG0217	0_KOG2171	KOG0217	KOG2171	25.745757
0_KOG1435	0_KOG2443	KOG1435	KOG2443	25.745701
0_KOG1484	0_KOG1586	KOG1484	KOG1586	25.745682
0_KOG1339	0_KOG1377	KOG1339	KOG1377	25.745644
0_KOG1540	0_KOG3052	KOG1540	KOG3052	25.745636
0_KOG1287	0_KOG3996	KOG1287	KOG3996	25.745632
0_KOG0767	0_KOG3296	KOG0767	KOG3296	25.745631
0_KOG3049	0_KOG3996	KOG3049	KOG3996	25.745630
0_KOG0094	0_KOG2952	KOG0094	KOG2952	25.745605
0_KOG1607	0_KOG3996	KOG1607	KOG3996	25.745578
0_KOG1278	0_KOG1373	KOG1278	KOG1373	25.745556
0_KOG2020	0_KOG2941	KOG2020	KOG2941	25.745552
0_KOG0936	0_KOG3083	KOG0936	KOG3083	25.745505
0_KOG1119	0_KOG3094	KOG1119	KOG3094	25.745454
0_KOG0217	0_KOG0733	KOG0217	KOG0733	25.745433
0_KOG0070	0_KOG1933	KOG0070	KOG1933	25.745429
0_KOG1373	0_KOG1440	KOG1373	KOG1440	25.745399
0_KOG1373	0_KOG2197	KOG1373	KOG2197	25.745336
0_KOG0202	0_KOG1662	KOG0202	KOG1662	25.745314
0_KOG0767	0_KOG1746	KOG0767	KOG1746	25.745306
0_KOG0945	0_KOG1540	KOG0945	KOG1540	25.745288
0_KOG1652	0_KOG1889	KOG1652	KOG1889	25.745257
0_KOG1198	0_KOG1540	KOG1198	KOG1540	25.745208
0_KOG0058	0_KOG1688	KOG0058	KOG1688	25.745207
0_KOG0767	0_KOG1992	KOG0767	KOG1992	25.745204
0_KOG0751	0_KOG3052	KOG0751	KOG3052	25.745196
0_KOG1688	0_KOG1691	KOG1688	KOG1691	25.745181
0_KOG0082	0_KOG1119	KOG0082	KOG1119	25.745164
0_KOG1286	0_KOG2167	KOG1286	KOG2167	25.745158
0_KOG2759	0_KOG2848	KOG2759	KOG2848	25.745127
0_KOG0078	0_KOG1607	KOG0078	KOG1607	25.745118
0_KOG1581	0_KOG1688	KOG1581	KOG1688	25.745110
0_KOG1287	0_KOG1746	KOG1287	KOG1746	25.745104
0_KOG2167	0_KOG3996	KOG2167	KOG3996	25.745009
0_KOG1440	0_KOG2759	KOG1440	KOG2759	25.744997
0_KOG0858	0_KOG1671	KOG0858	KOG1671	25.744987
0_KOG2443	0_KOG3140	KOG2443	KOG3140	25.744940
0_KOG2628	0_KOG2725	KOG2628	KOG2725	25.744926
0_KOG2171	0_KOG3996	KOG2171	KOG3996	25.744924
0_KOG1198	0_KOG3372	KOG1198	KOG3372	25.744884
0_KOG1540	0_KOG2357	KOG1540	KOG2357	25.744856
0_KOG0101	0_KOG0888	KOG0101	KOG0888	25.744821
0_KOG2877	0_KOG3342	KOG2877	KOG3342	25.744761
0_KOG0862	0_KOG2729	KOG0862	KOG2729	25.744729
0_KOG1693	0_KOG3394	KOG1693	KOG3394	25.744712
0_KOG0737	0_KOG3767	KOG0737	KOG3767	25.744688
0_KOG2848	0_KOG3342	KOG2848	KOG3342	25.744626
0_KOG2877	0_KOG3767	KOG2877	KOG3767	25.744556
0_KOG2023	0_KOG2952	KOG2023	KOG2952	25.744496
0_KOG0202	0_KOG2941	KOG0202	KOG2941	25.744486
0_KOG0206	0_KOG2292	KOG0206	KOG2292	25.744474
0_KOG0858	0_KOG2198	KOG0858	KOG2198	25.744402
0_KOG1375	0_KOG2171	KOG1375	KOG2171	25.744349
0_KOG2729	0_KOG4203	KOG2729	KOG4203	25.744331
0_KOG0749	0_KOG1376	KOG0749	KOG1376	25.744324
0_KOG1349	0_KOG1540	KOG1349	KOG1540	25.744294
0_KOG0172	0_KOG0219	KOG0172	KOG0219	25.744258
0_KOG0737	0_KOG2118	KOG0737	KOG2118	25.744245
0_KOG1607	0_KOG2020	KOG1607	KOG2020	25.744199
0_KOG0737	0_KOG2443	KOG0737	KOG2443	25.744175
0_KOG0202	0_KOG1933	KOG0202	KOG1933	25.744157
0_KOG0888	0_KOG1208	KOG0888	KOG1208	25.744144
0_KOG1746	0_KOG3187	KOG1746	KOG3187	25.744072
0_KOG1058	0_KOG2952	KOG1058	KOG2952	25.744065
0_KOG1210	0_KOG3767	KOG1210	KOG3767	25.744032
0_KOG1933	0_KOG3372	KOG1933	KOG3372	25.744030
0_KOG0749	0_KOG0820	KOG0749	KOG0820	25.743953
0_KOG1239	0_KOG2602	KOG1239	KOG2602	25.743932
0_KOG0619	0_KOG2729	KOG0619	KOG2729	25.743911
0_KOG1287	0_KOG1692	KOG1287	KOG1692	25.743909
0_KOG0057	0_KOG3767	KOG0057	KOG3767	25.743897
0_KOG1287	0_KOG2592	KOG1287	KOG2592	25.743877
0_KOG1440	0_KOG2020	KOG1440	KOG2020	25.743823
0_KOG0068	0_KOG1540	KOG0068	KOG1540	25.743814
0_KOG1286	0_KOG2447	KOG1286	KOG2447	25.743755
0_KOG0737	0_KOG0751	KOG0737	KOG0751	25.743724
0_KOG1239	0_KOG1278	KOG1239	KOG1278	25.743718
0_KOG1691	0_KOG2443	KOG1691	KOG2443	25.743662
0_KOG2292	0_KOG2848	KOG2292	KOG2848	25.743638
0_KOG0172	0_KOG2020	KOG0172	KOG2020	25.743636
0_KOG0858	0_KOG2447	KOG0858	KOG2447	25.743534
0_KOG1707	0_KOG2725	KOG1707	KOG2725	25.743531
0_KOG1435	0_KOG2759	KOG1435	KOG2759	25.743473
0_KOG0811	0_KOG2864	KOG0811	KOG2864	25.743425
0_KOG0202	0_KOG2357	KOG0202	KOG2357	25.743405
0_KOG2459	0_KOG2729	KOG2459	KOG2729	25.743385
0_KOG0737	0_KOG1185	KOG0737	KOG1185	25.743316
0_KOG0820	0_KOG2784	KOG0820	KOG2784	25.743292
0_KOG2357	0_KOG2941	KOG2357	KOG2941	25.743285
0_KOG2941	0_KOG3996	KOG2941	KOG3996	25.743246
0_KOG0057	0_KOG0767	KOG0057	KOG0767	25.743215
0_KOG1688	0_KOG2592	KOG1688	KOG2592	25.743187
0_KOG0858	0_KOG3090	KOG0858	KOG3090	25.743157
0_KOG0202	0_KOG3767	KOG0202	KOG3767	25.743138
0_KOG1119	0_KOG1375	KOG1119	KOG1375	25.743125
0_KOG1900	0_KOG2941	KOG1900	KOG2941	25.743108
0_KOG1402	0_KOG2759	KOG1402	KOG2759	25.743102
0_KOG0631	0_KOG2112	KOG0631	KOG2112	25.743100
0_KOG1440	0_KOG1607	KOG1440	KOG1607	25.743079
0_KOG3140	0_KOG3187	KOG3140	KOG3187	25.743068
0_KOG0190	0_KOG1349	KOG0190	KOG1349	25.743036
0_KOG1581	0_KOG3187	KOG1581	KOG3187	25.743029
0_KOG1484	0_KOG2864	KOG1484	KOG2864	25.743014
0_KOG0737	0_KOG1358	KOG0737	KOG1358	25.742980
0_KOG1540	0_KOG1558	KOG1540	KOG1558	25.742884
0_KOG0172	0_KOG1239	KOG0172	KOG1239	25.742846
0_KOG1278	0_KOG1688	KOG1278	KOG1688	25.742803
0_KOG1357	0_KOG2292	KOG1357	KOG2292	25.742752
0_KOG1879	0_KOG1956	KOG1879	KOG1956	25.742683
0_KOG1172	0_KOG1286	KOG1172	KOG1286	25.742678
0_KOG0937	0_KOG1127	KOG0937	KOG1127	25.742637
0_KOG2952	0_KOG3432	KOG2952	KOG3432	25.742614
0_KOG1607	0_KOG2628	KOG1607	KOG2628	25.742564
0_KOG1558	0_KOG2952	KOG1558	KOG2952	25.742551
0_KOG1239	0_KOG3893	KOG1239	KOG3893	25.742550
0_KOG2020	0_KOG2725	KOG2020	KOG2725	25.742519
0_KOG0675	0_KOG3090	KOG0675	KOG3090	25.742505
0_KOG3140	0_KOG3767	KOG3140	KOG3767	25.742474
0_KOG1286	0_KOG2459	KOG1286	KOG2459	25.742404
0_KOG1014	0_KOG4002	KOG1014	KOG4002	25.742398
0_KOG0101	0_KOG0102	KOG0101	KOG0102	25.742355
0_KOG1357	0_KOG3394	KOG1357	KOG3394	25.742353
0_KOG1652	0_KOG3394	KOG1652	KOG3394	25.742278
0_KOG0767	0_KOG1278	KOG0767	KOG1278	25.742164
0_KOG1550	0_KOG2729	KOG1550	KOG2729	25.742123
0_KOG1158	0_KOG1933	KOG1158	KOG1933	25.742092
0_KOG0042	0_KOG0094	KOG0042	KOG0094	25.742025
0_KOG0858	0_KOG3457	KOG0858	KOG3457	25.741985
0_KOG0217	0_KOG0867	KOG0217	KOG0867	25.741977
0_KOG0204	0_KOG2357	KOG0204	KOG2357	25.741954
0_KOG1358	0_KOG1550	KOG1358	KOG1550	25.741952
0_KOG1287	0_KOG2957	KOG1287	KOG2957	25.741940
0_KOG1014	0_KOG2023	KOG1014	KOG2023	25.741831
0_KOG2628	0_KOG2941	KOG2628	KOG2941	25.741813
0_KOG0058	0_KOG1373	KOG0058	KOG1373	25.741769
0_KOG0841	0_KOG2729	KOG0841	KOG2729	25.741769
0_KOG0751	0_KOG2357	KOG0751	KOG2357	25.741765
0_KOG0645	0_KOG2570	KOG0645	KOG2570	25.741765
0_KOG0858	0_KOG0891	KOG0858	KOG0891	25.741719
0_KOG1402	0_KOG2978	KOG1402	KOG2978	25.741693
0_KOG0206	0_KOG2189	KOG0206	KOG2189	25.741562
0_KOG0188	0_KOG0858	KOG0188	KOG0858	25.741546
0_KOG0057	0_KOG0058	KOG0057	KOG0058	25.741506
0_KOG1119	0_KOG1900	KOG1119	KOG1900	25.741485
0_KOG0202	0_KOG1652	KOG0202	KOG1652	25.741409
0_KOG1540	0_KOG3886	KOG1540	KOG3886	25.741403
0_KOG1286	0_KOG1707	KOG1286	KOG1707	25.741392
0_KOG0172	0_KOG4002	KOG0172	KOG4002	25.741377
0_KOG1287	0_KOG1376	KOG1287	KOG1376	25.741374
0_KOG1014	0_KOG1693	KOG1014	KOG1693	25.741359
0_KOG0202	0_KOG1353	KOG0202	KOG1353	25.741350
0_KOG0928	0_KOG1992	KOG0928	KOG1992	25.741311
0_KOG0206	0_KOG0858	KOG0206	KOG0858	25.741209
0_KOG0645	0_KOG2869	KOG0645	KOG2869	25.741106
0_KOG1014	0_KOG1707	KOG1014	KOG1707	25.741082
0_KOG1724	0_KOG2952	KOG1724	KOG2952	25.741077
0_KOG2608	0_KOG2941	KOG2608	KOG2941	25.741053
0_KOG0082	0_KOG1652	KOG0082	KOG1652	25.741053
0_KOG0810	0_KOG1693	KOG0810	KOG1693	25.741043
0_KOG1286	0_KOG1900	KOG1286	KOG1900	25.741005
0_KOG0767	0_KOG3052	KOG0767	KOG3052	25.740999
0_KOG0862	0_KOG1014	KOG0862	KOG1014	25.740951
0_KOG0057	0_KOG2628	KOG0057	KOG2628	25.740728
0_KOG1652	0_KOG2020	KOG1652	KOG2020	25.740717
0_KOG0737	0_KOG1375	KOG0737	KOG1375	25.740710
0_KOG0058	0_KOG1287	KOG0058	KOG1287	25.740620
0_KOG0927	0_KOG1601	KOG0927	KOG1601	25.740602
0_KOG0751	0_KOG1692	KOG0751	KOG1692	25.740485
0_KOG0078	0_KOG0767	KOG0078	KOG0767	25.740457
0_KOG1586	0_KOG2952	KOG1586	KOG2952	25.740359
0_KOG1889	0_KOG2877	KOG1889	KOG2877	25.740354
0_KOG1113	0_KOG1286	KOG1113	KOG1286	25.740250
0_KOG0042	0_KOG0858	KOG0042	KOG0858	25.740239
0_KOG0058	0_KOG0858	KOG0058	KOG0858	25.740222
0_KOG1357	0_KOG3052	KOG1357	KOG3052	25.740152
0_KOG0945	0_KOG2978	KOG0945	KOG2978	25.740116
0_KOG0202	0_KOG2020	KOG0202	KOG2020	25.740067
0_KOG1484	0_KOG1992	KOG1484	KOG1992	25.740007
0_KOG2877	0_KOG3094	KOG2877	KOG3094	25.739951
0_KOG0070	0_KOG3996	KOG0070	KOG3996	25.739939
0_KOG0858	0_KOG2004	KOG0858	KOG2004	25.739884
0_KOG0172	0_KOG1746	KOG0172	KOG1746	25.739866
0_KOG0873	0_KOG2977	KOG0873	KOG2977	25.739826
0_KOG0858	0_KOG3140	KOG0858	KOG3140	25.739804
0_KOG0756	0_KOG0767	KOG0756	KOG0767	25.739789
0_KOG1349	0_KOG1693	KOG1349	KOG1693	25.739750
0_KOG2443	0_KOG3394	KOG2443	KOG3394	25.739685
0_KOG1889	0_KOG2864	KOG1889	KOG2864	25.739640
0_KOG1198	0_KOG3296	KOG1198	KOG3296	25.739544
0_KOG0858	0_KOG1172	KOG0858	KOG1172	25.739519
0_KOG1666	0_KOG2725	KOG1666	KOG2725	25.739515
0_KOG1127	0_KOG1128	KOG1127	KOG1128	25.739497
0_KOG0082	0_KOG2941	KOG0082	KOG2941	25.739403
0_KOG3015	0_KOG3049	KOG3015	KOG3049	25.739370
0_KOG2759	0_KOG2877	KOG2759	KOG2877	25.739331
0_KOG2792	0_KOG2978	KOG2792	KOG2978	25.739330
0_KOG1286	0_KOG1933	KOG1286	KOG1933	25.739272
0_KOG1358	0_KOG3893	KOG1358	KOG3893	25.739264
0_KOG2608	0_KOG4002	KOG2608	KOG4002	25.739141
0_KOG0202	0_KOG1349	KOG0202	KOG1349	25.739137
0_KOG0078	0_KOG2431	KOG0078	KOG2431	25.739136
0_KOG1014	0_KOG1440	KOG1014	KOG1440	25.739132
0_KOG0735	0_KOG2112	KOG0735	KOG2112	25.739101
0_KOG0078	0_KOG1357	KOG0078	KOG1357	25.739080
0_KOG1287	0_KOG3052	KOG1287	KOG3052	25.739066
0_KOG1119	0_KOG2167	KOG1119	KOG2167	25.739054
0_KOG1607	0_KOG2792	KOG1607	KOG2792	25.738947
0_KOG1110	0_KOG3083	KOG1110	KOG3083	25.738916
0_KOG2443	0_KOG2592	KOG2443	KOG2592	25.738859
0_KOG1358	0_KOG1375	KOG1358	KOG1375	25.738849
0_KOG0480	0_KOG0964	KOG0480	KOG0964	25.738836
0_KOG1239	0_KOG1688	KOG1239	KOG1688	25.738777
0_KOG0471	0_KOG1607	KOG0471	KOG1607	25.738637
0_KOG1376	0_KOG1933	KOG1376	KOG1933	25.738624
0_KOG0070	0_KOG2450	KOG0070	KOG2450	25.738621
0_KOG0888	0_KOG2952	KOG0888	KOG2952	25.738471
0_KOG0070	0_KOG2952	KOG0070	KOG2952	25.738423
0_KOG2667	0_KOG2978	KOG2667	KOG2978	25.738380
0_KOG1933	0_KOG2020	KOG1933	KOG2020	25.738366
0_KOG0756	0_KOG2725	KOG0756	KOG2725	25.738354
0_KOG1185	0_KOG1287	KOG1185	KOG1287	25.738325
0_KOG1707	0_KOG3893	KOG1707	KOG3893	25.738270
0_KOG0767	0_KOG1688	KOG0767	KOG1688	25.738239
0_KOG0619	0_KOG1540	KOG0619	KOG1540	25.738161
0_KOG1198	0_KOG2443	KOG1198	KOG2443	25.738150
0_KOG1688	0_KOG3893	KOG1688	KOG3893	25.738139
0_KOG0789	0_KOG2459	KOG0789	KOG2459	25.738118
0_KOG0960	0_KOG1119	KOG0960	KOG1119	25.738071
0_KOG0172	0_KOG1373	KOG0172	KOG1373	25.738059
0_KOG1014	0_KOG1933	KOG1014	KOG1933	25.738054
0_KOG2020	0_KOG4444	KOG2020	KOG4444	25.737942
0_KOG1287	0_KOG2628	KOG1287	KOG2628	25.737919
0_KOG1691	0_KOG3187	KOG1691	KOG3187	25.737909
0_KOG0858	0_KOG2456	KOG0858	KOG2456	25.737871
0_KOG0858	0_KOG0867	KOG0858	KOG0867	25.737857
0_KOG1662	0_KOG2443	KOG1662	KOG2443	25.737763
0_KOG0202	0_KOG2197	KOG0202	KOG2197	25.737651
0_KOG2188	0_KOG2475	KOG2188	KOG2475	25.737606
0_KOG2291	0_KOG2447	KOG2291	KOG2447	25.737569
0_KOG2864	0_KOG3342	KOG2864	KOG3342	25.737564
0_KOG0070	0_KOG1357	KOG0070	KOG1357	25.737525
0_KOG1992	0_KOG2978	KOG1992	KOG2978	25.737503
0_KOG1287	0_KOG1350	KOG1287	KOG1350	25.737486
0_KOG1992	0_KOG2667	KOG1992	KOG2667	25.737473
0_KOG0759	0_KOG1933	KOG0759	KOG1933	25.737403
0_KOG1357	0_KOG2167	KOG1357	KOG2167	25.737368
0_KOG0858	0_KOG0873	KOG0858	KOG0873	25.737303
0_KOG1581	0_KOG2719	KOG1581	KOG2719	25.737255
0_KOG1531	0_KOG1889	KOG1531	KOG1889	25.737167
0_KOG0867	0_KOG2291	KOG0867	KOG2291	25.737101
0_KOG1014	0_KOG1375	KOG1014	KOG1375	25.737043
0_KOG0057	0_KOG1185	KOG0057	KOG1185	25.737032
0_KOG2443	0_KOG2719	KOG2443	KOG2719	25.736939
0_KOG1286	0_KOG1688	KOG1286	KOG1688	25.736816
0_KOG0731	0_KOG0737	KOG0731	KOG0737	25.736787
0_KOG0042	0_KOG2171	KOG0042	KOG2171	25.736764
0_KOG0102	0_KOG1119	KOG0102	KOG1119	25.736738
0_KOG0731	0_KOG1278	KOG0731	KOG1278	25.736599
0_KOG0811	0_KOG1746	KOG0811	KOG1746	25.736565
0_KOG0858	0_KOG1208	KOG0858	KOG1208	25.736491
0_KOG0858	0_KOG1402	KOG0858	KOG1402	25.736470
0_KOG1707	0_KOG2171	KOG1707	KOG2171	25.736404
0_KOG0802	0_KOG1707	KOG0802	KOG1707	25.736339
0_KOG2784	0_KOG3767	KOG2784	KOG3767	25.736333
0_KOG0712	0_KOG1376	KOG0712	KOG1376	25.736312
0_KOG0802	0_KOG2443	KOG0802	KOG2443	25.736297
0_KOG1014	0_KOG3094	KOG1014	KOG3094	25.736240
0_KOG0395	0_KOG1540	KOG0395	KOG1540	25.736202
0_KOG1435	0_KOG2864	KOG1435	KOG2864	25.736180
0_KOG0803	0_KOG0928	KOG0803	KOG0928	25.736171
0_KOG0862	0_KOG2292	KOG0862	KOG2292	25.736170
0_KOG0945	0_KOG2952	KOG0945	KOG2952	25.736151
0_KOG1358	0_KOG2456	KOG1358	KOG2456	25.736097
0_KOG3052	0_KOG3767	KOG3052	KOG3767	25.736066
0_KOG3296	0_KOG3394	KOG3296	KOG3394	25.736059
0_KOG1688	0_KOG2978	KOG1688	KOG2978	25.735998
0_KOG0264	0_KOG0901	KOG0264	KOG0901	25.735985
0_KOG2443	0_KOG4002	KOG2443	KOG4002	25.735982
0_KOG1484	0_KOG2725	KOG1484	KOG2725	25.735976
0_KOG0751	0_KOG1691	KOG0751	KOG1691	25.735944
0_KOG1889	0_KOG2941	KOG1889	KOG2941	25.735879
0_KOG1373	0_KOG3202	KOG1373	KOG3202	25.735826
0_KOG2729	0_KOG3983	KOG2729	KOG3983	25.735777
0_KOG0767	0_KOG1058	KOG0767	KOG1058	25.735681
0_KOG1287	0_KOG2357	KOG1287	KOG2357	25.735674
0_KOG1639	0_KOG1889	KOG1639	KOG1889	25.735468
0_KOG1435	0_KOG2667	KOG1435	KOG2667	25.735467
0_KOG1357	0_KOG1639	KOG1357	KOG1639	25.735408
0_KOG0504	0_KOG1208	KOG0504	KOG1208	25.735406
0_KOG2864	0_KOG4002	KOG2864	KOG4002	25.735354
0_KOG0731	0_KOG2292	KOG0731	KOG2292	25.735174
0_KOG1746	0_KOG3893	KOG1746	KOG3893	25.735144
