ID1,ID2,species,data,state
ENOG4102NDK,KOG0213,Mm,0.220786594009,
ENOG4102NDK,KOG0260,Mm,0.263920794224,
ENOG4102NDK,KOG0264,Mm,0.813587441065,
ENOG4102NDK,KOG0285,Mm,0.0268762344792,
ENOG4102NDK,KOG0311,Mm,0.351489538132,
ENOG4102NDK,KOG0333,Mm,0.184700011143,
ENOG4102NDK,KOG0358,Mm,0.002539178065,
ENOG4102NDK,KOG0359,Mm,-0.041389141638,
ENOG4102NDK,KOG0361,Mm,-0.137914092216,
ENOG4102NDK,KOG0363,Mm,-0.0231366665575,
ENOG4102NDK,KOG0364,Mm,0.139117648614,
ENOG4102NDK,KOG0391,Mm,-0.0422418396914,
ENOG4102NDK,KOG0466,Mm,0.0144720700434,
ENOG4102NDK,KOG0469,Mm,0.204045861705,
ENOG4102NDK,KOG0478,Mm,0.0465449525491,
ENOG4102NDK,KOG0480,Mm,0.10818384387,
ENOG4102NDK,KOG0481,Mm,0.0616836395439,
ENOG4102NDK,KOG0543,Mm,0.100075283914,
ENOG4102NDK,KOG0649,Mm,-0.0377812040921,
ENOG4102NDK,KOG0651,Mm,0.583821147432,
ENOG4102NDK,KOG0652,Mm,0.335715941241,
ENOG4102NDK,KOG0653,Mm,0.0154375176991,
ENOG4102NDK,KOG0657,Mm,-0.321524608361,
ENOG4102NDK,KOG0658,Mm,-0.169265541159,
ENOG4102NDK,KOG0668,Mm,0.558166842664,
ENOG4102NDK,KOG0679,Mm,0.299911297008,
ENOG4102NDK,KOG0727,Mm,0.369540159307,
ENOG4102NDK,KOG0728,Mm,0.337989650916,
ENOG4102NDK,KOG0729,Mm,0.444618946912,
ENOG4102NDK,KOG0841,Mm,0.718884786006,
ENOG4102NDK,KOG0952,Mm,0.643273028884,
ENOG4102NDK,KOG0967,Mm,0.0633053722982,
ENOG4102NDK,KOG0977,Mm,0.660258418356,
ENOG4102NDK,KOG0985,Mm,0.324635553749,
ENOG4102NDK,KOG1009,Mm,0.113712936415,
ENOG4102NDK,KOG1036,Mm,-0.220287474189,
ENOG4102NDK,KOG1062,Mm,-0.100322016641,
ENOG4102NDK,KOG1105,Mm,-0.122707030509,
ENOG4102NDK,KOG1135,Mm,0.334692376525,
ENOG4102NDK,KOG0005,Dd,-0.0398315175313,
ENOG4102NDK,KOG0007,Dd,-0.0648873435246,
ENOG4102NDK,KOG0020,Dd,0.272911939635,
ENOG4102NDK,KOG0052,Dd,0.104752512268,
ENOG4102NDK,KOG0103,Dd,-0.0058941161767,
ENOG4102NDK,KOG0107,Dd,-0.007857061484,
ENOG4102NDK,KOG0116,Dd,0.0650153353613,
ENOG4102NDK,KOG0122,Dd,-0.145940442645,
ENOG4102NDK,KOG0123,Dd,-0.00878243250779,
ENOG4102NDK,KOG0174,Dd,0.296389686269,
ENOG4102NDK,KOG0175,Dd,0.299041765664,
ENOG4102NDK,KOG0176,Dd,0.290673905784,
ENOG4102NDK,KOG0177,Dd,0.30858869686,
ENOG4102NDK,KOG0178,Dd,0.298635836644,
ENOG4102NDK,KOG0179,Dd,0.271205341107,
ENOG4102NDK,KOG0180,Dd,0.318630766046,
ENOG4102NDK,KOG0181,Dd,0.242535696995,
ENOG4102NDK,KOG0182,Dd,0.277180155796,
ENOG4102NDK,KOG0183,Dd,0.321349563852,
ENOG4102NDK,KOG0184,Dd,0.269991248274,
ENOG4102NDK,KOG0185,Dd,0.353327862848,
ENOG4102NDK,KOG0198,Dd,0.113138730614,
ENOG4102NDK,KOG0260,Dd,0.119420409766,
ENOG4102NDK,KOG0264,Dd,0.1877096274,
ENOG4102NDK,KOG0333,Dd,-0.0631557417735,
ENOG4102NDK,KOG0359,Dd,0.0980145732513,
ENOG4102NDK,KOG0361,Dd,-0.0147694905176,
ENOG4102NDK,KOG0466,Dd,0.0346971871439,
ENOG4102NDK,KOG0469,Dd,0.12033226203,
ENOG4102NDK,KOG0480,Dd,0.230525852623,
ENOG4102NDK,KOG0543,Dd,-0.0589701278578,
ENOG4102NDK,KOG0651,Dd,0.364493458216,
ENOG4102NDK,KOG0652,Dd,0.325010313544,
ENOG4102NDK,KOG0657,Dd,0.0697982990505,
ENOG4102NDK,KOG0658,Dd,0.111283616085,
ENOG4102NDK,KOG0668,Dd,0.42456800912,
ENOG4102NDK,KOG0674,Dd,0.2052813854,
ENOG4102NDK,KOG0679,Dd,-0.0707142730839,
ENOG4102NDK,KOG0687,Dd,0.0884618595264,
ENOG4102NDK,KOG0811,Dd,0.102552638637,
